1,foxnews,1
2,moooris,1
3,alohaarleen,1
4,waynemansfield,1
5,davemalby,1
6,radioblogger,1
7,barefoot_exec,1
8,mike_wesely,1
9,ggw_bach,1
10,rockingjude,1
11,chrisbrogan,1
12,djc8080,1
13,nytimes,1
14,guykawasaki,1
15,wossy,1
16,tyrese4real,1
17,alyssa_milano,1
18,officialtila,1
19,schofe,1
20,agent_m,1
21,estelledarlings,1
22,time,1
23,craigteich,1
24,judyrey,1
25,jeanettejoy,1
